     PKT_No. 	    TimeStamp 	    ax(m/s^2) 	    ay(m/s^2) 	    az(m/s^2) 	    gx(rad/s) 	    gy(rad/s) 	    gz(rad/s) 
         4420 	        4.448 	        -7.41 	        -2.37 	         5.59 	        -0.20 	         0.68 	        -0.03 
         4421 	        4.464 	        -9.02 	        -3.66 	         5.69 	        -0.14 	         0.54 	         0.07 
         4422 	        4.480 	        -7.70 	        -2.15 	         5.25 	        -0.09 	         0.27 	         0.05 
         4423 	        4.496 	        -7.65 	        -2.28 	         5.54 	        -0.01 	        -0.29 	         0.03 
         4424 	        4.512 	        -7.56 	        -1.46 	         5.80 	        -0.02 	        -0.53 	         0.03 
         4425 	        4.528 	        -7.55 	        -2.85 	         5.53 	        -0.05 	        -0.16 	        -0.00 
         4426 	        4.544 	        -7.54 	        -2.26 	         5.43 	        -0.05 	         0.01 	         0.02 
         4427 	        4.560 	        -7.36 	        -2.47 	         5.60 	        -0.05 	         0.13 	         0.00 
         4428 	        4.576 	        -7.65 	        -2.38 	         5.46 	        -0.03 	         0.07 	         0.04 
         4429 	        4.592 	        -7.71 	        -2.47 	         5.73 	        -0.04 	        -0.07 	        -0.01 
         4430 	        4.608 	        -7.54 	        -2.32 	         5.71 	         0.00 	        -0.29 	         0.04 
         4431 	        4.624 	        -7.73 	        -2.16 	         5.53 	        -0.02 	        -0.56 	         0.05 
         4432 	        4.640 	        -7.24 	        -1.98 	         6.05 	         0.00 	        -0.67 	         0.09 
         4433 	        4.656 	        -6.87 	        -2.63 	         6.14 	         0.04 	        -0.93 	         0.12 
         4434 	        4.672 	        -7.07 	        -2.31 	         6.43 	         0.05 	        -1.28 	         0.12 
         4435 	        4.688 	        -7.09 	        -2.27 	         6.12 	         0.03 	        -1.86 	         0.15 
         4436 	        4.704 	        -7.23 	        -2.34 	         6.64 	         0.07 	        -2.03 	         0.10 
         4437 	        4.720 	        -2.51 	        -6.81 	        16.50 	         0.10 	        -0.23 	        -0.60 
         4438 	        4.736 	        -7.68 	        -2.12 	         5.45 	         0.06 	        -1.99 	         0.05 
         4439 	        4.752 	        -6.08 	        -2.66 	         7.15 	         0.03 	        -1.91 	         0.15 
         4440 	        4.768 	        -5.82 	        -2.43 	         7.27 	         0.07 	        -2.36 	         0.14 
         4441 	        4.784 	        -6.14 	        -2.09 	         7.39 	         0.15 	        -2.71 	         0.18 
         4442 	        4.800 	        -5.32 	        -2.11 	         8.00 	         0.15 	        -2.84 	         0.13 
         4443 	        4.816 	        -5.42 	        -2.21 	         8.13 	         0.16 	        -2.87 	         0.19 
         4444 	        4.832 	        -4.97 	        -2.08 	         7.83 	         0.33 	        -2.72 	         0.17 
         4445 	        4.848 	        -3.31 	        -1.75 	         8.27 	         0.31 	        -2.67 	         0.10 
         4446 	        4.864 	        -4.42 	        -1.97 	         8.62 	         0.42 	        -2.96 	         0.12 
         4447 	        4.880 	        -3.36 	        -1.50 	         8.71 	         0.44 	        -3.43 	         0.23 
         4448 	        4.896 	        -3.99 	        -0.99 	         8.28 	         0.62 	        -3.48 	         0.39 
         4449 	        4.912 	        -3.68 	        -1.66 	         9.28 	         0.79 	        -2.76 	         0.25 
         4450 	        4.928 	        -2.43 	        -1.94 	        10.77 	         0.82 	        -2.45 	         0.28 
         4451 	        4.944 	        -2.54 	        -1.50 	         8.19 	         0.43 	        -2.30 	         0.22 
         4452 	        4.960 	        -0.07 	        -1.00 	         8.63 	         0.64 	        -2.24 	         0.18 
         4453 	        4.976 	        -0.85 	        -0.48 	         8.68 	         1.01 	        -2.13 	         0.22 
         4454 	        4.992 	        -0.41 	        -0.70 	        12.23 	         1.36 	        -1.52 	         0.40 
         4455 	        5.008 	        -1.21 	        -0.65 	         8.94 	         0.67 	        -2.18 	         0.37 
         4456 	        5.024 	         1.37 	        -1.44 	        15.55 	         1.73 	        -1.52 	         0.20 
         4457 	        5.040 	        -0.64 	        -0.46 	         9.54 	         0.68 	        -2.53 	         0.35 
         4458 	        5.056 	        -5.06 	        -0.47 	        21.77 	         3.46 	        -2.11 	         0.75 
         4459 	        5.072 	        -2.94 	        -3.70 	        11.67 	         0.77 	        -2.18 	         0.34 
         4460 	        5.088 	         0.27 	        -0.07 	        10.34 	         0.06 	        -0.12 	         0.06 
         4461 	        5.104 	         0.16 	        -0.20 	         9.70 	         0.05 	        -0.06 	         0.08 
         4462 	        5.120 	         0.37 	        -0.06 	         9.52 	         0.07 	         0.01 	         0.00 
         4463 	        5.136 	         0.27 	        -0.12 	         9.67 	         0.14 	        -0.03 	         0.05 
         4464 	        5.152 	         0.48 	        -0.24 	         9.14 	         0.11 	        -0.01 	         0.05 
         4465 	        5.168 	        -0.45 	        -0.22 	         9.19 	         0.23 	         0.08 	        -0.00 
         4466 	        5.184 	         0.21 	         0.08 	        10.05 	         0.28 	        -0.08 	         0.06 
         4467 	        5.200 	         0.40 	         0.11 	         9.91 	         0.30 	        -0.08 	         0.04 
         4468 	        5.216 	         0.32 	         0.11 	         9.71 	         0.27 	        -0.06 	         0.04 
         4469 	        5.232 	         0.61 	         0.35 	         9.98 	         0.20 	        -0.03 	         0.02 
         4470 	        5.248 	         0.62 	         0.43 	        10.73 	         0.14 	         0.03 	         0.03 
         4471 	        5.264 	        -0.02 	         0.14 	        11.02 	         0.06 	        -0.04 	         0.11 
         4472 	        5.280 	         0.20 	         0.19 	        10.48 	         0.09 	        -0.04 	         0.12 
         4473 	        5.296 	         0.23 	         0.22 	        10.74 	         0.00 	        -0.09 	         0.13 
         4474 	        5.312 	         0.17 	         0.15 	        10.07 	        -0.01 	        -0.11 	         0.11 
         4475 	        5.328 	         0.08 	         0.11 	         9.27 	        -0.06 	        -0.16 	         0.18 
         4476 	        5.344 	         0.23 	         0.13 	         9.19 	        -0.02 	        -0.08 	         0.07 
         4477 	        5.360 	         0.27 	         0.10 	         8.00 	        -0.01 	        -0.01 	         0.06 
         4478 	        5.376 	         0.31 	         0.17 	         9.44 	         0.09 	         0.23 	        -0.01 
         4479 	        5.392 	         0.42 	         0.31 	         9.65 	         0.04 	         0.02 	         0.00 
         4480 	        5.408 	         0.21 	         0.20 	         9.64 	         0.07 	         0.34 	         0.01 
         4481 	        5.424 	         0.21 	         0.28 	         9.85 	        -0.01 	         0.16 	         0.00 
         4482 	        5.440 	         0.25 	         0.27 	         9.91 	        -0.02 	         0.22 	        -0.00 
         4483 	        5.456 	         0.21 	         0.25 	         9.53 	        -0.02 	         0.09 	         0.00 
         4484 	        5.472 	         0.23 	         0.28 	         9.66 	        -0.00 	        -0.02 	         0.00 
         4485 	        5.488 	         0.22 	         0.22 	         9.71 	        -0.00 	        -0.05 	         0.00 
         4486 	        5.504 	         0.34 	         0.26 	         8.96 	        -0.01 	        -0.06 	         0.00 
         4487 	        5.520 	         0.26 	         0.23 	         9.60 	         0.00 	        -0.01 	         0.00 
         4488 	        5.536 	         0.22 	         0.24 	         9.76 	         0.00 	         0.01 	         0.00 
         4489 	        5.552 	         0.22 	         0.22 	         9.74 	         0.00 	         0.05 	         0.00 
         4490 	        5.568 	         0.26 	         0.27 	         9.83 	         0.00 	         0.07 	         0.01 
         4491 	        5.584 	         0.20 	         0.26 	        10.04 	         0.00 	         0.10 	         0.05 
         4492 	        5.600 	         0.02 	         0.20 	         9.75 	         0.00 	         0.08 	         0.06 
         4493 	        5.616 	         0.37 	         0.31 	         9.72 	         0.01 	         0.09 	         0.08 
         4494 	        5.632 	        -0.02 	         0.16 	        10.02 	         0.03 	         0.18 	         0.16 
         4495 	        5.648 	         1.52 	         0.71 	         9.48 	         0.05 	         0.34 	         0.29 
         4496 	        5.664 	       -24.73 	        -6.25 	         7.42 	         0.12 	        -0.38 	         3.10 
         4497 	        5.680 	         0.20 	         0.30 	         9.98 	         0.00 	         0.24 	        -0.01 
         4498 	        5.696 	         0.57 	         0.32 	         9.44 	         0.05 	         0.30 	         0.13 
         4499 	        5.712 	         0.77 	         0.41 	         7.66 	         0.01 	         0.03 	         0.01 
         4500 	        5.728 	         5.34 	         1.89 	         7.17 	        -0.15 	         0.47 	        -0.12 
         4501 	        5.744 	        -3.13 	        -0.76 	         9.84 	        -0.04 	         0.37 	         0.16 
         4502 	        5.760 	        -2.76 	        -0.50 	        10.53 	         0.00 	         0.23 	         0.15 
         4503 	        5.776 	         4.75 	         1.60 	         9.40 	        -0.12 	         0.36 	        -0.15 
         4504 	        5.792 	        -1.97 	        -0.23 	        13.86 	         0.00 	         0.10 	        -0.13 
         4505 	        5.808 	         7.79 	         3.31 	         6.91 	        -0.07 	        -1.05 	        -0.34 
         4506 	        5.824 	         0.57 	         0.61 	         8.14 	        -0.09 	        -0.46 	        -0.05 
         4507 	        5.840 	        -0.30 	        -0.21 	         9.46 	        -0.17 	        -0.23 	        -0.10 
         4508 	        5.856 	        -1.25 	         0.05 	         8.74 	        -0.14 	        -0.38 	        -0.02 
         4509 	        5.872 	        -0.25 	         0.18 	         9.07 	        -0.15 	        -0.69 	         0.06 
         4510 	        5.888 	        -1.02 	         0.10 	        10.06 	        -0.11 	        -0.39 	         0.02 
         4511 	        5.904 	         0.91 	         0.20 	         9.85 	        -0.23 	        -0.38 	        -0.01 
         4512 	        5.920 	        -0.74 	        -0.01 	         9.99 	        -0.18 	        -0.47 	        -0.01 
         4513 	        5.936 	         1.98 	        -0.23 	        10.46 	        -0.09 	        -0.74 	        -0.04 
         4514 	        5.952 	         2.35 	         0.35 	        11.15 	        -0.21 	        -0.59 	        -0.01 
         4515 	        5.968 	         2.73 	        -0.32 	         9.50 	        -0.31 	        -1.11 	        -0.05 
